episode,reward,smoothed_reward
1196,6.8525,7.64
1197,7.7911,7.6368
1198,7.5749,7.634
1199,8.4868,7.6454
1200,7.6732,7.641
1201,7.0913,7.6262
1202,7.7636,7.6283
1203,8.6196,7.6458
1204,7.5438,7.66
1205,7.8981,7.6644
1206,9.4386,7.6721
1207,7.8749,7.6731
1208,7.8512,7.6735
1209,8.4654,7.6866
1210,7.9307,7.684
1211,6.908,7.6729
1212,8.8039,7.6743
1213,7.5019,7.6765
1214,7.2033,7.6724
1215,6.9097,7.672
1216,8.1189,7.6735
1217,7.2059,7.6745
1218,7.4377,7.6664
1219,8.167,7.6568
1220,7.4975,7.6502
1221,7.0278,7.6568
1222,8.8125,7.6812
1223,7.4185,7.6882
1224,7.6125,7.676
1225,7.5837,7.6659
1226,8.037,7.6667
1227,8.7187,7.6799
1228,6.0639,7.6589
1229,7.3385,7.6588
1230,8.363,7.6648
1231,6.6184,7.659
1232,7.6147,7.6681
1233,7.5903,7.6655
1234,8.0565,7.6628
1235,7.3414,7.6605
1236,7.8219,7.6617
1237,8.3441,7.6689
1238,8.992,7.6814
1239,7.7044,7.6883
1240,8.6995,7.6918
1241,8.2379,7.7019
1242,8.3667,7.7011
1243,6.8991,7.6896
1244,8.0595,7.6943
1245,7.1495,7.7029
1246,7.5566,7.7066
1247,7.8807,7.7003
1248,8.6599,7.7146
1249,6.4013,7.7051
1250,6.9414,7.6978
1251,8.2576,7.7234
1252,7.2259,7.7191
1253,7.7793,7.7183
1254,8.0015,7.7369
1255,8.7274,7.7438
1256,8.7927,7.7608
1257,7.0287,7.7549
1258,7.3799,7.7513
1259,7.5033,7.7464
1260,7.8386,7.7496
1261,7.6579,7.7413
1262,8.5349,7.7485
1263,6.4852,7.7254
1264,7.5774,7.724
1265,7.7999,7.7237
1266,8.6808,7.7351
1267,7.7451,7.7283
1268,7.4999,7.7237
1269,8.1009,7.7379
1270,7.3699,7.7329
1271,6.8454,7.7203
1272,8.0193,7.725
1273,7.9314,7.7268
1274,7.586,7.73
1275,7.7022,7.7277
1276,7.8695,7.7278
1277,7.4759,7.7216
1278,8.0956,7.7307
1279,8.1601,7.7279
1280,7.6838,7.724
1281,7.3693,7.7269
1282,8.024,7.7345
1283,8.0569,7.7387
1284,8.4859,7.7445
1285,8.5811,7.7601
1286,7.6607,7.7723
1287,8.2573,7.7756
1288,7.1668,7.7717
1289,7.2986,7.7695
1290,8.2317,7.7748
1291,6.5593,7.7625
1292,8.4795,7.7678
1293,8.4729,7.7728
1294,7.4416,7.767
1295,6.958,7.7692
1296,7.8776,7.7795
1297,8.4468,7.786
1298,8.0606,7.7909
1299,7.7542,7.7835
1300,8.0338,7.7872
1301,8.3051,7.7993
1302,8.8217,7.8099
1303,7.7375,7.8011
1304,8.1571,7.8072
1305,8.6232,7.8144
1306,8.4754,7.8048
1307,8.0526,7.8066
1308,6.8681,7.7968
1309,7.3212,7.7853
1310,7.6508,7.7825
1311,7.6355,7.7898
1312,7.5034,7.7768
1313,6.9093,7.7709
1314,8.8413,7.7872
1315,7.3895,7.792
1316,7.6675,7.7875
1317,7.9365,7.7948
1318,8.1349,7.8018
1319,7.7825,7.798
1320,8.1498,7.8045
1321,7.8913,7.8131
1322,7.8378,7.8034
1323,8.3081,7.8123
1324,7.7212,7.8133
1325,8.3959,7.8215
1326,7.8279,7.8194
1327,7.8942,7.8111
1328,7.2152,7.8226
1329,7.4808,7.8241
1330,7.739,7.8178
1331,8.1943,7.8336
1332,8.5385,7.8428
1333,8.3854,7.8508
1334,7.8798,7.849
1335,8.4453,7.86
1336,6.7075,7.8489
1337,7.3103,7.8386
1338,7.8996,7.8276
1339,6.653,7.8171
1340,7.8077,7.8082
1341,8.2259,7.8081
1342,9.1217,7.8156
1343,8.0637,7.8273
1344,7.996,7.8267
1345,7.3757,7.8289
1346,8.3608,7.837
1347,7.623,7.8344
1348,7.6564,7.8243
1349,7.8832,7.8392
1350,8.0847,7.8506
1351,8.3643,7.8517
1352,7.7651,7.8571
1353,7.944,7.8587
1354,7.8922,7.8576
1355,7.1069,7.8414
1356,8.6098,7.8396
1357,7.6069,7.8454
1358,8.0731,7.8523
1359,8.7152,7.8644
1360,8.6135,7.8722
1361,-0.7535,7.788
1362,7.9453,7.7821
1363,7.7649,7.7949
1364,7.346,7.7926
1365,7.2408,7.787
1366,8.0509,7.7807
1367,8.9529,7.7928
1368,7.5045,7.7929
1369,7.8058,7.7899
1370,7.8722,7.7949
1371,7.9136,7.8056
1372,8.696,7.8124
1373,7.5285,7.8084
1374,6.9157,7.8017
1375,6.6205,7.7908
1376,8.4125,7.7963
1377,7.8464,7.8
1378,8.466,7.8037
1379,8.5606,7.8077
1380,7.0035,7.8009
1381,7.6729,7.8039
1382,7.5794,7.7995
1383,7.3211,7.7921
1384,7.3097,7.7803
1385,8.9132,7.7837
1386,7.1038,7.7781
1387,8.7095,7.7826
1388,8.2418,7.7934
1389,7.7239,7.7976
1390,7.9716,7.795
1391,7.012,7.7995
1392,7.431,7.7891
1393,8.73,7.7916
1394,8.5319,7.8025
1395,8.8734,7.8217
1396,8.0329,7.8232
1397,9.3213,7.832
1398,7.1495,7.8229
1399,8.3513,7.8289
1400,8.14,7.8299
1401,7.3182,7.82
1402,6.7457,7.7993
1403,7.6575,7.7985
1404,8.5413,7.8023
1405,7.7708,7.7938
1406,9.164,7.8007
1407,8.3722,7.8039
1408,9.3621,7.8288
1409,7.353,7.8291
1410,7.7672,7.8303
1411,8.1115,7.8351
1412,8.5676,7.8457
1413,7.6213,7.8528
1414,7.7669,7.8421
1415,8.0586,7.8488
1416,7.8774,7.8509
1417,7.9723,7.8512
1418,8.3899,7.8538
1419,7.7526,7.8535
1420,7.5244,7.8472
1421,8.0303,7.8486
1422,7.5413,7.8457
1423,7.3719,7.8363
1424,8.6923,7.846
1425,6.7748,7.8298
1426,7.9207,7.8307
1427,7.6086,7.8279
1428,7.7877,7.8336
1429,7.4205,7.833
1430,7.0509,7.8261
1431,8.2053,7.8262
1432,7.7716,7.8185
1433,7.8546,7.8132
1434,6.6699,7.8011
1435,8.0971,7.7977
1436,7.56,7.8062
1437,7.199,7.8051
1438,8.4257,7.8103
1439,6.6868,7.8107
1440,8.4521,7.8171
1441,7.8585,7.8134
1442,7.2673,7.7949
1443,6.2604,7.7769
1444,7.9042,7.7759
1445,6.4244,7.7664
1446,7.707,7.7599
1447,8.0468,7.7641
1448,8.0037,7.7676
1449,7.3593,7.7624
1450,7.4338,7.7559
1451,7.8862,7.7511
1452,8.4527,7.7579
1453,7.1672,7.7502
1454,7.3926,7.7452
1455,7.9441,7.7536
1456,7.9235,7.7467
1457,8.3299,7.7539
1458,8.238,7.7556
1459,8.0902,7.7493
1460,7.6271,7.7395
1461,8.821,7.8352
1462,8.1246,7.837
1463,9.194,7.8513
1464,6.6209,7.844
1465,9.4707,7.8663
1466,5.8248,7.8441
1467,7.2855,7.8274
1468,7.0761,7.8231
1469,7.4702,7.8198
1470,3.5907,7.7769
1471,7.8295,7.7761
1472,5.6369,7.7455
1473,8.4331,7.7546
1474,8.2214,7.7676
1475,8.1628,7.783
1476,7.9149,7.7781
1477,8.0928,7.7805
1478,8.1276,7.7771
1479,7.8707,7.7702
1480,7.8627,7.7788
1481,8.6207,7.7883
1482,8.2665,7.7952
1483,7.9235,7.8012
1484,7.7279,7.8054
1485,8.1095,7.7974
1486,8.4815,7.8111
1487,7.9894,7.8039
1488,7.5202,7.7967
1489,7.1847,7.7913
1490,7.5881,7.7875
1491,8.0856,7.7982
1492,8.7899,7.8118
1493,7.0269,7.7948
1494,7.5632,7.7851
1495,6.908,7.7654
1496,8.5941,7.7711
1497,8.1441,7.7593
1498,8.058,7.7684
1499,8.0319,7.7652
1500,7.7998,7.7618
1501,7.3523,7.7621
1502,7.9233,7.7739
1503,6.582,7.7631
1504,6.9582,7.7473
1505,5.7667,7.7273
1506,7.6257,7.7119
1507,7.7493,7.7056
1508,7.87,7.6907
1509,6.9937,7.6871
1510,9.5291,7.7048
1511,8.0069,7.7037
1512,8.0703,7.6987
1513,7.5812,7.6983
1514,6.2985,7.6836
1515,6.8867,7.6719
1516,8.0983,7.6741
1517,7.1716,7.6661
1518,7.9747,7.662
1519,8.0062,7.6645
1520,7.6454,7.6657
1521,5.5106,7.6405
1522,8.057,7.6457
1523,8.8503,7.6605
1524,8.1479,7.655
1525,7.5362,7.6626
1526,7.3919,7.6574
1527,9.0849,7.6721
1528,7.6654,7.6709
1529,6.8812,7.6655
1530,7.7621,7.6726
1531,8.7778,7.6783
1532,7.1003,7.6716
1533,8.5575,7.6787
1534,7.4368,7.6863
1535,8.064,7.686
1536,5.3442,7.6638
1537,7.93,7.6711
1538,8.125,7.6681
1539,8.1365,7.6826
1540,7.1341,7.6695
1541,8.4469,7.6753
1542,8.3264,7.6859
1543,8.1701,7.705
1544,6.953,7.6955
1545,6.7385,7.6987
1546,8.0487,7.7021
1547,8.6252,7.7079
1548,8.4121,7.7119
1549,7.3534,7.7119
1550,7.8605,7.7161
1551,7.2043,7.7093
1552,7.8457,7.7033
1553,8.8574,7.7202
1554,8.7376,7.7336
1555,7.6608,7.7308
1556,8.0986,7.7325
1557,7.7489,7.7267
1558,7.5283,7.7196
1559,7.6984,7.7157
1560,6.7712,7.7071
1561,7.3637,7.6926
1562,7.165,7.683
1563,8.9349,7.6804
1564,7.9893,7.6941
1565,6.914,7.6685
1566,9.5794,7.706
1567,8.0253,7.7134
1568,7.9664,7.7224
1569,8.764,7.7353
1570,7.6581,7.776
1571,8.0783,7.7785
1572,7.7501,7.7996
1573,7.3739,7.789
1574,8.1474,7.7883
1575,8.1173,7.7878
1576,8.8577,7.7972
1577,7.6876,7.7932
1578,8.8628,7.8005
1579,8.2206,7.804
1580,8.5143,7.8105
1581,8.1078,7.8054
1582,7.7658,7.8004
1583,8.5422,7.8066
1584,7.176,7.8011
1585,8.5166,7.8051
1586,8.4107,7.8044
1587,8.3484,7.808
1588,7.7715,7.8105
1589,8.7806,7.8265
1590,7.9142,7.8298
1591,7.2778,7.8217
1592,7.7645,7.8114
1593,7.736,7.8185
1594,8.0924,7.8238
1595,7.7807,7.8325
1596,8.5473,7.8321
1597,7.4898,7.8255
1598,8.0388,7.8253
1599,7.8621,7.8236
1600,8.1135,7.8268
1601,8.4118,7.8374
1602,8.6484,7.8446
1603,8.3688,7.8625
1604,7.7437,7.8703
1605,6.5882,7.8786
1606,6.6582,7.8689
1607,8.3789,7.8752
1608,9.0274,7.8867
1609,7.4211,7.891
1610,7.9141,7.8749
1611,7.7312,7.8721
1612,8.3422,7.8748
1613,8.0398,7.8794
1614,8.5281,7.9017
1615,8.0876,7.9137
1616,8.319,7.9159
1617,7.7281,7.9215
1618,8.8808,7.9306
1619,7.617,7.9267
1620,8.2003,7.9322
1621,8.3723,7.9608
1622,9.1599,7.9719
1623,8.3435,7.9668
1624,8.6255,7.9716
1625,8.9902,7.9861
1626,8.0476,7.9927
1627,8.3133,7.985
1628,7.8012,7.9863
1629,8.3203,8.0007
1630,8.0046,8.0031
1631,7.6967,7.9923
1632,5.7875,7.9792
1633,6.7567,7.9612
1634,7.6113,7.9629
1635,8.069,7.963
1636,8.169,7.9912
1637,7.8717,7.9906
1638,8.9705,7.9991
1639,7.9944,7.9977
1640,7.9307,8.0056
1641,7.5341,7.9965
1642,8.7011,8.0003
1643,6.9557,7.9881
1644,9.0852,8.0094
1645,7.2372,8.0144
1646,8.7172,8.0211
1647,8.2245,8.0171
1648,8.5027,8.018
1649,8.5529,8.03
1650,8.1088,8.0325
1651,8.3138,8.0436
1652,7.5759,8.0409
1653,8.236,8.0347
1654,8.2352,8.0296
1655,8.1987,8.035
1656,8.7791,8.0418
1657,6.1852,8.0262
1658,8.3125,8.034
1659,7.8298,8.0353
1660,7.2247,8.0399
1661,6.9454,8.0357
1662,8.8909,8.053
1663,8.2941,8.0466
1664,7.5081,8.0417
1665,7.3932,8.0465
1666,7.7623,8.0284
1667,7.7294,8.0254
1668,8.5501,8.0312
1669,7.7987,8.0216
1670,8.4653,8.0297
1671,7.3599,8.0225
1672,8.2282,8.0273
1673,7.9358,8.0329
1674,7.4327,8.0257
1675,7.6423,8.021
1676,8.0774,8.0132
1677,7.7295,8.0136
1678,8.1499,8.0065
1679,5.9728,7.984
1680,6.8228,7.9671
1681,8.5188,7.9712
1682,7.6157,7.9697
1683,7.6991,7.9612
1684,5.2531,7.942
1685,8.7059,7.9439
1686,8.0648,7.9405
1687,7.6368,7.9333
1688,7.1004,7.9266
1689,8.0351,7.9192
1690,7.8515,7.9185
1691,7.6263,7.922
1692,8.883,7.9332
1693,8.7536,7.9434
1694,7.8788,7.9413
1695,8.8809,7.9523
1696,7.8496,7.9453
1697,9.0129,7.9605
1698,8.7219,7.9673
1699,8.4656,7.9734
1700,9.2336,7.9846
1701,8.4257,7.9847
1702,8.8955,7.9872
1703,7.9873,7.9834
1704,8.5716,7.9917
1705,6.0366,7.9861
1706,7.528,7.9948
1707,8.0055,7.9911
1708,7.3414,7.9742
1709,7.6872,7.9769
1710,8.185,7.9796
1711,7.9279,7.9816
1712,7.359,7.9717
1713,8.1746,7.9731
1714,8.4511,7.9723
1715,7.21,7.9635
1716,9.1008,7.9714
1717,8.6164,7.9802
1718,8.2449,7.9739
1719,6.7986,7.9657
1720,8.4949,7.9686
1721,7.4873,7.9598
1722,8.3507,7.9517
1723,7.2766,7.941
1724,7.3694,7.9285
1725,7.815,7.9167
1726,4.8413,7.8847
1727,-4.7454,7.7541
1728,6.1224,7.7373
1729,6.5519,7.7196
1730,9.0351,7.7299
1731,7.6495,7.7294
1732,6.696,7.7385
1733,7.6859,7.7478
1734,8.135,7.753
1735,6.8663,7.741
1736,7.1659,7.731
1737,7.3011,7.7253
1738,8.0572,7.7161
1739,8.0842,7.717
1740,7.6335,7.7141
1741,8.8474,7.7272
1742,8.1075,7.7213
1743,8.4428,7.7361
1744,7.4183,7.7195
1745,6.3794,7.7109
1746,8.1033,7.7048
1747,9.0247,7.7128
1748,8.1314,7.709
1749,8.2455,7.706
1750,6.8434,7.6933
1751,7.7043,7.6872
1752,8.1771,7.6932
1753,8.6386,7.6973
1754,8.928,7.7042
1755,7.473,7.6969
1756,8.0154,7.6893
1757,7.4323,7.7018
1758,7.826,7.6969
1759,8.0107,7.6987
1760,6.8918,7.6954
1761,9.0117,7.716
1762,7.3627,7.7008
1763,7.201,7.6898
1764,8.108,7.6958
1765,7.6809,7.6987
1766,6.0499,7.6816
1767,8.3874,7.6882
1768,7.3949,7.6766
1769,7.0036,7.6687
1770,9.3352,7.6774
1771,8.1746,7.6855
1772,6.9842,7.6731
1773,7.2032,7.6657
1774,7.1262,7.6627
1775,7.2042,7.6583
1776,5.8953,7.6365
1777,7.9818,7.639
1778,8.3994,7.6415
1779,5.9827,7.6416
1780,8.4641,7.658
1781,6.5599,7.6384
1782,7.357,7.6358
1783,7.923,7.6381
1784,6.9139,7.6547
1785,-5.9959,7.5077
1786,6.7505,7.4945
1787,-5.8716,7.3594
1788,5.9303,7.3477
1789,-3.8752,7.2286
1790,5.0121,7.2002
1791,5.9418,7.1834
1792,7.3726,7.1683
1793,4.0677,7.1214
1794,-4.7993,6.9946
1795,5.9434,6.9653
1796,-9.8236,6.7885
1797,8.7615,6.786
1798,-8.6557,6.6122
1799,7.4111,6.6017
1800,-7.8137,6.4312
1801,6.0837,6.4078
1802,6.2721,6.3816
1803,-5.1062,6.2506
1804,-6.2126,6.1028
1805,-9.6901,5.9455
1806,-3.118,5.8391
1807,-7.4216,5.6848
1808,-4.4578,5.5668
1809,-9.3418,5.3965
1810,-6.747,5.2472
1811,-10.0123,5.0678
1812,-6.0413,4.9338
1813,-10.2801,4.7492
1814,-4.4129,4.6206
1815,-0.249,4.546
1816,-6.7901,4.3871
1817,-3.0507,4.2704
1818,-6.2547,4.1254
1819,-10.8177,3.9493
1820,-3.0894,3.8334
1821,-8.201,3.6765
1822,-5.3365,3.5397
1823,-5.8529,3.4084
1824,-5.1931,3.2828
1825,-1.9583,3.185
1826,2.3656,3.1603
1827,4.0542,3.2483
1828,5.2391,3.2394
1829,4.1728,3.2156
1830,7.0867,3.1962
1831,-3.8553,3.0811
1832,1.9972,3.0341
1833,-0.4492,2.9528
1834,-1.872,2.8527
1835,-1.482,2.7692
1836,-1.1928,2.6856
1837,0.0988,2.6136
1838,5.5201,2.5882
1839,3.2381,2.5398
1840,-1.9099,2.4443
1841,3.3753,2.3896
1842,8.6316,2.3949
1843,5.3178,2.3636
1844,7.5149,2.3646
1845,8.0081,2.3809
1846,7.7295,2.3771
1847,6.829,2.3552
1848,7.6693,2.3505
1849,10.2347,2.3704
1850,7.7189,2.3792
1851,6.7807,2.37
1852,7.5525,2.3637
1853,5.5977,2.3333
1854,7.7617,2.3216
1855,7.2312,2.3192
1856,6.9562,2.3086
1857,7.4477,2.3088
1858,6.9289,2.2998
1859,7.8948,2.2987
1860,7.8479,2.3082
1861,7.1799,2.2899
1862,7.3703,2.29
1863,8.2271,2.3002
1864,7.9024,2.2982
1865,7.6257,2.2976
1866,7.1106,2.3082
1867,8.03,2.3047
1868,7.5861,2.3066
1869,7.702,2.3136
1870,8.3557,2.3038
1871,7.9687,2.3017
1872,8.3947,2.3158
1873,7.6187,2.32
1874,7.5269,2.324
1875,7.2175,2.3241
1876,7.6389,2.3415
1877,7.3198,2.3349
1878,7.6567,2.3275
1879,7.1419,2.3391
1880,7.5144,2.3296
1881,7.2215,2.3362
1882,8.4444,2.3471
1883,7.5789,2.3436
1884,8.4258,2.3587
1885,6.0489,2.4792
1886,8.4285,2.496
1887,7.5997,2.6307
1888,7.4624,2.646
1889,7.7092,2.7619
1890,7.3583,2.7853
1891,7.628,2.8022
1892,7.9691,2.8081
1893,7.6458,2.8439
1894,8.9558,2.9815
1895,8.7737,3.0098
1896,6.7596,3.1756
1897,7.1042,3.159
1898,8.3116,3.3287
1899,7.5867,3.3305
1900,8.3653,3.4923
1901,8.666,3.5181
1902,7.6587,3.5319
1903,6.441,3.6474
1904,7.4274,3.7838
1905,8.619,3.9669
1906,7.3073,4.0712
1907,7.7984,4.2234
1908,7.8659,4.3466
1909,8.1718,4.5217
1910,8.6565,4.6758
1911,8.9508,4.8654
1912,7.5025,5.0008
1913,9.5468,5.1991
1914,7.6723,5.32
1915,7.311,5.3956
1916,8.1459,5.5449
1917,7.1649,5.6471
1918,8.229,5.7919
1919,6.1572,5.9617
1920,7.7644,6.0702
1921,7.7733,6.2299
1922,8.979,6.3731
1923,6.351,6.4951
1924,8.7812,6.6349
1925,8.1702,6.7362
1926,7.9184,6.7917
1927,8.3399,6.8346
1928,7.9852,6.862
1929,7.3064,6.8933
1930,8.4462,6.9069
1931,8.8416,7.0339
1932,6.7926,7.0819
1933,8.3667,7.17
1934,7.1061,7.2598
1935,7.6175,7.3508
1936,7.2817,7.4355
1937,7.9946,7.5145
1938,9.3254,7.5526
1939,7.744,7.5976
1940,7.5486,7.6922
1941,8.2563,7.741
1942,7.8627,7.7333
1943,7.5301,7.7554
1944,9.2024,7.7723
1945,7.4973,7.7672
1946,9.5476,7.7854
1947,8.9342,7.8064
1948,8.0404,7.8102
1949,8.4779,7.7926
1950,7.9457,7.7949
1951,8.1551,7.8086
1952,8.1942,7.815
1953,7.4911,7.834
1954,8.6084,7.8424
1955,8.9089,7.8592
1956,7.6473,7.8661
1957,8.1461,7.8731
1958,8.3609,7.8874
1959,9.309,7.9016
1960,9.0633,7.9137
1961,8.4765,7.9267
1962,8.4598,7.9376
1963,7.8032,7.9333
1964,8.5056,7.9394
1965,9.0145,7.9532
1966,8.6717,7.9689
1967,7.4508,7.9631
1968,8.0081,7.9673
1969,7.6141,7.9664
1970,8.202,7.9649
1971,8.5123,7.9703
1972,7.6242,7.9626
1973,8.6543,7.973
1974,7.7207,7.9749
1975,8.5201,7.9879
1976,8.141,7.9929
1977,9.1579,8.0113
1978,7.8934,8.0137
1979,8.1129,8.0234
1980,7.2061,8.0203
1981,8.775,8.0358
1982,8.2274,8.0337
1983,8.8104,8.046
1984,7.5877,8.0376
1985,9.0853,8.068
1986,8.553,8.0692
1987,8.7543,8.0808
1988,6.9184,8.0753
1989,7.7731,8.076
1990,8.761,8.09
1991,7.2883,8.0866
1992,7.5436,8.0823
1993,8.2826,8.0887
1994,8.3052,8.0822
1995,8.1105,8.0756
1996,8.0203,8.0882
1997,8.0655,8.0978
1998,8.0388,8.0951
1999,8.2322,8.1015
2000,7.3308,8.0912
